avg_latency,std_latency,p95_latency,p99_latency,failure_rate,timeout_rate,avg_retries,request_velocity,latency_trend,jitter,payload_trend,throughput_bytes_per_sec,time_since_success,total_requests,label
103.32,16.24,180.25,231.57,0.0027,0.0022,0.88,2.69,1.99,9.35,0.34,129912,7.2,19095,degrading
441.4,24.67,1199.82,1489.44,0.0565,0.0335,4.79,1.99,4.75,27.68,0.81,57886,43.7,8612,congested
35.64,6.97,52.15,58.01,0.0,0.0,0.22,4.6,0.49,2.18,0.16,442191,2.9,39685,stable
50.22,5.22,69.49,83.62,0.0,0.0,0.16,3.79,0.19,4.61,-0.03,134527,3.7,14386,stable
60.0,2.41,80.76,99.54,0.0,0.0,0.22,4.7,0.04,1.6,0.21,223131,1.1,24057,stable
43.71,3.6,62.6,83.86,0.0,0.0,0.08,3.85,0.37,1.68,0.07,174869,3.9,24244,stable
41.49,5.19,54.88,77.97,0.0,0.0,0.28,4.51,-0.43,2.84,0.26,137784,4.9,47504,stable
33.03,2.99,47.93,61.47,0.0001,0.0,0.25,4.51,-0.03,4.66,0.06,194029,3.3,29091,stable
104.71,10.09,173.1,259.78,0.0032,0.0009,0.59,3.24,1.23,6.79,0.68,55558,10.0,23512,degrading
35.81,5.53,55.66,63.62,0.0001,0.0,0.19,3.54,0.33,4.15,0.0,383470,1.1,2976,stable
39.68,4.94,63.32,67.34,0.0001,0.0,0.03,4.75,-0.18,1.75,-0.08,336357,3.4,1812,stable
75.14,11.04,135.91,171.8,0.0017,0.0012,1.08,2.95,2.24,8.69,0.29,82148,15.2,23197,degrading
306.13,39.56,669.65,1241.14,0.0638,0.0321,2.47,1.62,7.32,24.14,0.85,72330,84.7,4734,congested
34.14,5.03,49.14,58.09,0.0001,0.0,0.23,4.58,-0.3,2.35,0.09,232317,3.8,17138,stable
82.82,14.49,135.51,168.1,0.0087,0.0026,1.08,3.3,1.5,13.42,0.21,129974,15.3,11700,degrading
27.7,5.48,42.11,45.03,0.0,0.0,0.24,4.04,-0.33,1.37,0.13,491239,4.1,22356,stable
112.08,14.9,196.34,294.55,0.0019,0.0012,0.69,2.55,0.93,6.53,0.57,91179,9.9,13595,degrading
297.76,78.12,810.56,1083.94,0.0568,0.0321,1.7,0.96,7.58,29.55,1.85,42473,35.4,2165,congested
23.51,4.27,32.54,43.85,0.0,0.0,0.23,4.17,0.03,4.6,0.12,202158,2.2,26299,stable
332.97,68.39,902.34,1294.52,0.0608,0.0365,3.3,1.92,4.73,44.65,1.13,59594,52.6,10566,congested
40.1,3.98,56.55,64.78,0.0,0.0,0.08,4.38,-0.36,2.04,0.12,195009,3.4,25083,stable
117.44,9.32,226.3,250.91,0.0031,0.0025,0.41,2.71,2.43,11.49,0.59,145063,15.0,13208,degrading
75.1,18.1,133.57,170.14,0.0032,0.0026,0.55,2.56,0.78,7.7,0.61,68423,12.8,15483,degrading
29.61,4.8,45.39,49.22,0.0,0.0,0.21,3.8,-0.3,4.53,-0.05,374428,2.7,21649,stable
120.0,16.95,227.19,288.93,0.0012,0.001,1.06,2.52,2.45,9.04,0.68,105239,12.9,21196,degrading
1035.1,173.61,2987.2,5741.4,0.2267,0.1616,5.97,0.12,18.18,49.97,2.78,25056,416.2,4231,critical
37.86,3.44,55.08,68.27,0.0,0.0,0.24,4.7,-0.41,4.29,-0.01,110272,1.1,24484,stable
60.0,4.01,87.35,100.74,0.0,0.0,0.28,4.25,-0.17,3.95,-0.09,289907,1.7,46106,stable
60.0,3.15,89.08,105.74,0.0,0.0,0.2,4.74,0.15,4.88,0.19,469863,2.6,6736,stable
1380.8,51.85,4790.76,6902.85,0.2062,0.165,5.47,0.43,11.93,89.18,1.91,4825,152.2,1627,critical
68.47,15.09,107.58,157.24,0.0046,0.0014,0.34,2.93,2.64,14.54,0.35,79620,13.5,7183,degrading
60.72,15.39,100.31,155.51,0.0034,0.0016,0.91,3.22,1.48,14.89,0.41,58449,9.6,3433,degrading
51.12,6.92,76.24,95.18,0.0,0.0,0.18,3.74,-0.31,3.86,-0.08,292136,0.7,22227,stable
820.15,57.88,2521.11,3814.16,0.2382,0.1665,8.96,0.39,6.63,84.72,1.17,13497,376.1,4014,critical
37.0,6.07,54.57,67.39,0.0001,0.0,0.03,4.27,-0.44,2.43,0.14,322446,2.0,22023,stable
30.51,5.07,43.22,50.77,0.0,0.0,0.02,3.51,-0.19,2.57,-0.0,125841,2.6,14392,stable
57.73,2.72,87.78,104.64,0.0,0.0,0.22,4.49,0.43,4.28,0.13,362812,4.5,20576,stable
120.0,14.84,183.26,308.07,0.0018,0.0014,1.18,2.77,2.39,9.5,0.34,141333,12.0,17195,degrading
196.89,54.13,581.3,859.45,0.0516,0.0377,4.53,0.66,9.43,28.58,1.72,20811,76.8,598,congested
56.79,4.15,75.04,98.41,0.0,0.0,0.3,3.74,0.06,3.24,0.08,469880,3.8,38461,stable
39.38,2.33,58.94,76.18,0.0001,0.0,0.23,4.32,0.13,4.74,0.02,243665,3.6,30953,stable
35.73,3.8,50.04,58.49,0.0,0.0,0.03,3.73,-0.25,1.67,0.17,268333,2.7,3319,stable
44.09,2.44,68.18,79.25,0.0,0.0,0.0,3.68,0.15,3.27,0.12,112742,2.3,46306,stable
36.95,3.36,55.13,73.59,0.0,0.0,0.19,3.61,0.18,1.97,0.19,429013,4.0,28072,stable
82.98,8.81,151.82,174.28,0.0013,0.001,0.92,2.65,1.74,13.64,0.57,104551,19.3,988,degrading
38.89,7.65,62.03,75.06,0.0,0.0,0.21,4.73,0.2,2.76,0.25,155074,1.3,24987,stable
69.64,10.82,107.41,167.84,0.0021,0.0013,0.64,3.1,2.75,8.6,0.42,58798,10.2,22511,degrading
20.57,2.84,32.39,36.68,0.0,0.0,0.1,4.66,-0.24,2.31,-0.06,474030,1.5,26510,stable
60.13,9.03,114.43,140.57,0.0062,0.0014,0.79,3.35,2.96,10.5,0.27,86126,5.5,25554,degrading
43.43,7.1,68.82,75.77,0.0001,0.0001,0.26,4.32,-0.09,1.43,0.06,393574,4.6,13332,stable
74.7,8.82,139.35,171.85,0.0065,0.0025,0.38,2.77,0.78,11.46,0.27,111710,7.0,28328,degrading
60.0,8.18,94.68,148.82,0.0027,0.0022,0.77,3.27,2.05,8.99,0.37,147295,9.3,4319,degrading
69.12,13.62,107.96,139.21,0.0013,0.0011,0.41,3.11,2.55,11.89,0.31,79001,13.2,18937,degrading
40.34,4.02,56.58,72.24,0.0,0.0,0.24,3.69,0.42,3.35,-0.09,485189,1.5,23048,stable
24.31,2.92,35.03,45.61,0.0,0.0,0.07,4.69,-0.42,3.1,-0.02,126826,2.5,25478,stable
22.18,7.92,34.61,42.81,0.0,0.0,0.28,3.74,-0.03,3.96,0.01,468305,4.4,6083,stable
1163.01,263.19,4014.62,5800.66,0.2107,0.1686,5.99,0.27,11.96,52.2,0.95,1289,264.4,4489,critical
45.6,3.51,60.25,81.94,0.0,0.0,0.19,4.56,0.33,4.51,0.16,456002,2.7,14587,stable
118.71,9.96,230.45,240.12,0.0016,0.0009,1.12,3.04,0.7,5.21,0.66,135635,8.6,7603,degrading
120.0,11.35,187.26,244.04,0.0037,0.0029,0.42,2.62,2.81,5.79,0.33,93834,17.3,18277,degrading
391.37,45.52,806.67,1198.95,0.0763,0.0353,2.91,1.03,4.61,15.6,1.74,71463,56.6,10548,congested
81.15,17.54,126.78,167.52,0.0056,0.0029,0.76,2.52,1.2,6.58,0.23,127607,7.0,11043,degrading
1400.36,239.97,3728.75,5754.61,0.2084,0.1648,9.45,0.56,6.06,95.21,2.39,10783,388.6,617,critical
41.55,2.55,62.5,77.75,0.0,0.0,0.01,4.35,-0.19,4.55,0.11,335157,4.7,38444,stable
35.44,3.25,51.82,69.82,0.0001,0.0,0.13,3.62,-0.21,2.12,0.19,468262,1.2,4656,stable
388.12,48.81,1043.02,1725.46,0.064,0.0392,4.22,0.76,4.33,21.0,1.06,58628,84.4,10897,congested
32.48,7.94,48.61,64.72,0.0,0.0,0.11,4.1,-0.48,3.36,-0.05,185521,3.6,16348,stable
1022.33,249.84,3819.12,4667.2,0.2079,0.1663,3.23,0.8,19.22,127.86,2.58,23447,252.7,960,critical
116.89,18.27,194.73,292.45,0.002,0.0011,0.45,2.98,1.13,8.66,0.4,76896,10.7,15406,degrading
90.88,8.19,158.69,217.06,0.0014,0.0011,0.72,3.17,0.85,8.12,0.54,82722,6.6,7355,degrading
52.17,6.15,78.73,97.0,0.0,0.0,0.25,3.75,-0.48,4.12,0.14,379855,4.2,40337,stable
68.04,19.98,103.71,143.51,0.0035,0.0026,0.59,2.63,1.6,8.62,0.65,72943,7.1,13485,degrading
28.55,4.42,43.06,46.67,0.0001,0.0,0.05,4.29,0.05,3.84,0.25,287271,1.2,17345,stable
1641.61,273.27,6382.47,7150.02,0.2094,0.1591,4.75,0.3,15.3,36.77,0.94,6048,354.7,1270,critical
60.0,12.17,92.69,156.7,0.0044,0.002,1.08,2.71,1.72,10.06,0.24,62566,11.3,19457,degrading
62.09,13.27,113.52,147.51,0.0012,0.0007,0.53,2.59,0.84,9.86,0.71,60063,15.2,23866,degrading
672.32,95.45,1902.53,2710.87,0.23,0.1629,4.53,0.79,7.32,93.98,1.76,19227,88.1,4901,critical
60.0,15.11,107.02,162.32,0.0012,0.0009,0.41,3.49,2.9,11.91,0.65,64049,13.9,5055,degrading
38.39,5.69,51.32,67.25,0.0,0.0,0.07,4.26,0.15,3.26,0.05,356879,0.1,19125,stable
120.0,17.41,236.68,258.31,0.0032,0.001,0.97,3.01,1.08,14.06,0.56,143125,17.7,26359,degrading
60.42,10.34,102.25,141.04,0.0039,0.0029,0.72,3.03,1.33,14.84,0.64,74842,8.5,23338,degrading
39.64,2.61,52.19,68.8,0.0,0.0,0.19,4.09,0.44,3.56,0.23,348156,1.6,37094,stable
27.95,6.84,42.52,45.12,0.0001,0.0,0.01,3.74,-0.05,3.09,0.24,386480,5.0,4857,stable
92.55,10.23,149.1,228.79,0.0037,0.0017,0.39,2.54,0.66,9.39,0.34,96192,12.3,14013,degrading
69.65,14.25,133.07,176.45,0.0035,0.0019,0.87,2.53,2.85,7.8,0.36,136356,16.5,20315,degrading
386.1,62.75,943.2,1521.59,0.0599,0.0341,2.91,0.97,5.09,40.84,0.61,68857,78.2,10931,congested
120.0,9.53,211.52,251.17,0.0029,0.0019,0.91,2.73,2.97,14.75,0.37,121297,5.5,20139,degrading
74.68,19.45,136.53,159.38,0.0039,0.0023,0.84,3.06,1.12,12.08,0.54,90368,5.8,10272,degrading
40.18,7.57,57.14,80.33,0.0,0.0,0.09,3.79,0.47,2.45,0.14,343992,2.8,45820,stable
60.0,13.16,117.04,135.76,0.003,0.0015,0.67,3.27,0.89,9.1,0.29,144967,7.7,12862,degrading
253.15,70.23,654.87,764.96,0.0537,0.0429,4.64,1.28,5.02,39.62,1.8,27096,100.8,4641,congested
45.88,7.66,65.1,86.15,0.0001,0.0,0.01,4.24,0.04,1.67,0.2,493971,4.7,10658,stable
92.44,14.68,161.98,200.79,0.0045,0.0011,0.41,3.09,1.03,9.44,0.34,135758,10.1,26680,degrading
44.82,3.29,67.25,84.95,0.0,0.0,0.28,3.77,-0.09,1.86,0.24,399760,1.8,34412,stable
48.07,4.34,68.48,85.93,0.0,0.0,0.06,3.53,0.4,1.84,-0.01,211840,0.6,32323,stable
45.98,5.6,68.54,86.69,0.0,0.0,0.05,4.25,0.08,2.32,0.24,404967,3.6,49860,stable
56.87,5.18,85.61,105.16,0.0,0.0,0.09,4.62,0.06,4.53,0.02,376797,3.8,8422,stable
120.0,12.32,205.46,296.28,0.0039,0.0024,1.02,3.28,1.14,5.73,0.3,125252,17.7,11800,degrading
33.38,4.09,45.19,62.06,0.0,0.0,0.28,4.07,-0.04,1.35,0.14,215284,0.8,27682,stable
1212.97,134.49,3999.96,6891.58,0.2016,0.1564,9.91,0.47,12.38,59.12,0.92,4638,188.4,4939,critical
95.08,19.29,170.34,195.03,0.0039,0.0025,0.93,2.85,2.37,14.26,0.57,120350,18.0,25387,degrading
1170.11,288.65,3512.11,4979.6,0.2077,0.1593,9.76,0.43,5.87,90.56,1.34,21485,264.1,4667,critical
79.59,9.48,148.13,218.03,0.0032,0.0026,0.51,3.17,2.42,10.82,0.24,53800,8.3,8950,degrading
68.76,14.29,118.68,168.8,0.0023,0.0011,1.07,2.86,1.84,10.91,0.63,116606,8.0,25369,degrading
60.0,3.86,90.94,100.69,0.0001,0.0,0.13,4.33,-0.36,2.44,0.17,323412,2.7,26030,stable
97.08,15.55,162.99,259.51,0.0047,0.0035,1.06,2.81,2.65,9.39,0.2,123194,18.2,14788,degrading
214.01,34.04,555.89,647.47,0.0511,0.0409,2.0,1.66,5.72,26.11,1.28,48949,43.4,5736,congested
49.49,2.33,78.52,81.74,0.0,0.0,0.11,3.88,0.01,4.87,0.13,455972,3.3,24287,stable
622.64,116.87,1916.84,2617.31,0.2226,0.1589,9.01,0.36,15.48,112.16,1.22,17115,514.4,510,critical
28.68,2.1,42.37,46.03,0.0001,0.0,0.17,4.49,0.22,2.02,-0.06,131473,2.1,47346,stable
91.94,19.15,138.16,214.56,0.0011,0.0009,0.59,3.02,1.54,13.94,0.8,56838,16.0,11355,degrading
34.51,3.94,50.64,60.59,0.0,0.0,0.22,3.53,-0.44,4.69,0.26,302434,2.5,40808,stable
48.51,3.02,64.14,79.94,0.0,0.0,0.11,4.5,0.47,3.43,0.19,135202,3.1,23238,stable
60.0,15.48,106.63,150.61,0.0014,0.0011,0.44,2.69,0.87,5.73,0.37,102413,7.6,29140,degrading
48.53,4.49,67.84,89.42,0.0,0.0,0.22,4.03,0.11,3.34,0.12,356193,1.3,5147,stable
82.4,17.93,151.74,171.03,0.0027,0.0021,0.89,3.3,0.91,12.93,0.26,109140,17.0,4805,degrading
100.54,11.58,168.39,206.65,0.0044,0.0018,0.6,2.61,1.24,8.15,0.63,66954,9.8,2759,degrading
60.0,2.51,81.22,105.71,0.0,0.0,0.04,4.74,0.15,2.46,0.1,462056,3.2,20509,stable
322.71,61.35,833.7,1441.73,0.0678,0.0364,3.45,1.44,7.96,17.55,1.63,29359,87.1,4435,congested
34.26,2.88,49.77,67.46,0.0001,0.0,0.16,3.69,-0.14,1.25,0.29,147411,1.3,44673,stable
491.64,42.02,1319.76,1751.55,0.0508,0.0406,3.67,1.41,9.22,35.03,1.76,61333,73.3,4963,congested
46.01,5.65,64.63,75.71,0.0,0.0,0.22,3.6,0.21,3.17,-0.07,283320,2.4,9122,stable
59.59,7.94,91.0,105.89,0.0,0.0,0.02,4.18,0.17,3.71,0.05,476676,0.8,25517,stable
245.39,47.78,606.57,804.7,0.0541,0.0394,4.51,2.43,9.99,41.57,1.23,30722,75.8,11685,congested
39.97,5.75,53.62,64.65,0.0,0.0,0.04,3.98,-0.11,4.76,0.06,298511,1.2,1006,stable
478.52,67.08,1372.09,1852.39,0.054,0.0432,1.91,2.46,6.99,19.47,0.57,27037,73.9,11304,congested
1646.93,136.38,4918.32,9632.85,0.245,0.167,7.74,1.1,13.38,69.92,1.72,17491,431.9,924,critical
120.0,16.61,229.33,278.16,0.0018,0.0014,0.63,2.65,1.76,5.35,0.46,145800,10.4,4560,degrading
99.21,12.01,190.28,218.34,0.0023,0.0018,0.37,2.94,1.85,7.33,0.28,99070,10.1,4637,degrading
30.42,6.31,44.11,51.99,0.0,0.0,0.09,4.53,-0.42,2.64,0.09,406253,4.5,17526,stable
45.33,5.98,64.56,73.33,0.0,0.0,0.15,3.7,-0.28,3.62,0.05,434589,4.7,40476,stable
454.73,51.81,978.89,1625.81,0.0542,0.0319,2.11,1.04,6.92,41.34,1.94,31038,111.1,2808,congested
1603.82,100.09,6225.91,8471.24,0.209,0.1667,6.46,1.0,19.09,56.75,0.93,23418,319.6,299,critical
52.1,6.2,81.51,99.44,0.0,0.0,0.25,4.55,0.48,2.85,0.19,307153,0.3,3291,stable
85.75,11.32,140.78,192.41,0.0026,0.0021,0.68,3.36,0.96,9.51,0.21,78414,11.9,27324,degrading
29.9,6.9,46.38,51.26,0.0001,0.0,0.02,3.88,-0.23,2.99,0.08,289485,3.1,12317,stable
106.5,9.41,209.52,226.03,0.0019,0.0005,0.43,3.3,2.9,13.08,0.46,50237,5.5,15103,degrading
36.91,4.01,55.9,67.0,0.0,0.0,0.12,4.27,-0.43,3.04,0.28,491565,2.7,26239,stable
36.75,4.54,48.72,67.59,0.0,0.0,0.21,4.57,-0.06,2.37,0.24,413834,4.9,19224,stable
105.89,8.07,180.27,237.24,0.0027,0.0019,0.54,3.34,0.71,8.44,0.2,113024,19.1,11838,degrading
30.97,4.88,41.58,55.3,0.0,0.0,0.14,4.47,-0.46,1.32,0.03,266729,2.1,34167,stable
358.96,41.32,882.3,1532.2,0.0548,0.0349,1.37,2.16,7.13,31.43,1.04,39235,98.8,2782,congested
47.12,3.0,66.7,89.79,0.0001,0.0,0.22,3.57,0.05,2.37,0.23,237520,3.2,9121,stable
34.23,3.26,54.02,64.27,0.0001,0.0,0.19,4.94,0.15,4.53,0.12,350771,0.3,7529,stable
292.58,61.65,834.04,1099.89,0.0604,0.0337,2.44,0.7,8.95,18.39,1.22,23605,112.7,1696,congested
87.78,10.98,152.53,212.15,0.0014,0.0011,0.49,3.39,2.34,6.28,0.63,78935,12.4,9356,degrading
33.65,7.37,48.92,61.01,0.0,0.0,0.06,3.99,-0.38,4.56,0.14,371640,3.9,25423,stable
26.02,5.38,35.06,50.55,0.0001,0.0,0.19,4.34,-0.45,4.73,0.15,497624,2.7,35795,stable
475.51,22.43,1178.96,1831.89,0.059,0.0344,1.91,0.85,3.0,40.1,1.26,37730,30.4,5075,congested
352.51,42.76,867.81,1581.06,0.063,0.0327,4.91,1.46,5.98,27.21,1.71,27877,71.3,5241,congested
1552.54,268.36,4927.48,7680.82,0.2092,0.1674,8.2,0.44,5.6,41.0,1.75,10218,313.2,2620,critical
59.3,2.36,81.13,101.03,0.0001,0.0,0.04,3.71,0.26,3.89,0.05,130968,0.1,15119,stable
35.48,5.58,55.36,66.5,0.0,0.0,0.25,3.63,0.03,1.86,0.04,357771,0.1,30097,stable
40.59,6.78,52.86,78.62,0.0,0.0,0.2,4.43,0.2,1.33,0.04,273600,1.3,9458,stable
233.02,59.72,676.2,711.2,0.0613,0.0427,4.73,2.08,8.47,39.39,0.53,45323,95.1,3329,congested
37.07,4.45,56.2,62.17,0.0,0.0,0.18,4.0,0.23,3.32,-0.04,224107,1.1,20125,stable
73.68,15.76,135.43,161.3,0.0014,0.0011,0.89,2.72,1.75,6.77,0.35,148691,15.9,23594,degrading
264.79,70.42,788.87,917.75,0.053,0.0337,1.54,1.19,4.42,32.77,0.75,50651,66.7,6118,congested
60.0,4.76,79.02,119.17,0.0,0.0,0.18,4.59,-0.27,2.63,-0.03,379562,4.3,43999,stable
244.1,27.85,523.9,872.67,0.0709,0.0322,4.03,0.66,3.71,17.58,1.32,49903,21.1,9884,congested
459.99,52.32,1341.77,1657.54,0.0555,0.0381,3.03,2.36,8.72,22.38,1.14,30153,94.6,5232,congested
52.53,5.2,79.04,90.21,0.0,0.0,0.02,4.55,0.02,1.53,0.2,134418,0.9,8312,stable
2000.0,166.72,5149.67,10706.72,0.253,0.1579,8.59,0.74,14.06,101.76,2.38,7623,279.6,1115,critical
43.42,2.21,62.92,72.15,0.0,0.0,0.19,4.34,0.24,2.34,0.21,273106,2.4,32757,stable
41.64,5.41,54.58,75.18,0.0,0.0,0.3,4.87,-0.47,4.08,-0.06,110994,1.4,14197,stable
314.82,30.11,919.25,1002.27,0.0557,0.0385,1.53,1.12,9.76,30.21,1.34,63361,75.9,9887,congested
40.0,5.28,57.03,78.54,0.0,0.0,0.07,4.06,-0.37,3.43,0.19,292830,1.2,31423,stable
120.0,12.28,189.75,267.47,0.0038,0.0015,1.06,3.38,1.68,13.89,0.47,114196,7.4,2051,degrading
500.0,57.4,1229.13,2022.56,0.0615,0.0423,1.52,1.5,9.26,29.42,1.77,65592,110.6,4019,congested
79.71,8.48,129.17,191.66,0.0036,0.0012,0.95,2.61,2.07,14.48,0.47,95423,12.4,12763,degrading
120.0,14.36,219.41,306.38,0.0012,0.0009,0.66,3.23,1.74,11.27,0.71,54033,18.9,10261,degrading
120.0,16.38,182.92,251.27,0.002,0.0008,0.39,2.85,1.82,5.78,0.24,99155,13.4,8100,degrading
1887.94,209.07,7551.71,10549.99,0.2165,0.1732,4.66,0.97,13.21,94.38,2.07,15276,526.2,2542,critical
33.36,5.96,45.8,65.9,0.0,0.0,0.0,4.96,0.12,1.61,-0.08,315242,1.2,15757,stable
35.32,2.98,55.2,69.69,0.0,0.0,0.2,4.85,-0.12,2.25,0.27,119013,2.4,23472,stable
39.51,6.8,53.15,73.67,0.0,0.0,0.3,4.85,-0.25,4.08,0.27,462545,4.4,39536,stable
60.83,14.71,117.55,161.31,0.0019,0.0011,0.39,2.83,2.92,5.2,0.7,149362,11.5,28320,degrading
27.67,5.39,41.29,52.92,0.0001,0.0,0.09,4.18,-0.29,4.04,0.1,318862,0.2,31497,stable
59.35,4.5,94.46,112.42,0.0,0.0,0.1,3.86,0.11,4.6,0.02,174677,4.2,37347,stable
108.84,10.87,208.03,231.85,0.0032,0.0019,0.34,2.95,1.87,9.67,0.51,148757,18.2,9599,degrading
91.19,8.97,149.29,216.1,0.0026,0.0016,0.91,2.97,0.86,7.72,0.24,94026,14.7,7689,degrading
120.0,8.79,217.9,334.9,0.0025,0.002,0.63,3.04,2.67,10.43,0.6,117988,18.2,23414,degrading
40.25,2.56,58.04,74.9,0.0,0.0,0.13,4.98,-0.48,2.52,-0.03,322243,1.2,37136,stable
100.29,12.09,180.09,205.26,0.0021,0.0009,1.16,2.97,1.0,13.42,0.5,142322,15.8,13202,degrading
83.87,8.68,135.76,207.07,0.0028,0.0015,0.61,2.96,2.62,6.05,0.51,69643,8.2,8073,degrading
339.16,56.62,872.48,1065.22,0.0525,0.034,4.2,1.82,5.39,30.81,1.69,34095,67.3,394,congested
120.0,11.05,238.54,276.4,0.0015,0.0006,1.11,2.74,1.74,10.78,0.43,142153,11.9,29492,degrading
71.23,11.85,120.14,157.02,0.0022,0.0016,0.42,3.21,0.89,5.6,0.35,66809,14.1,14794,degrading
42.92,2.95,61.63,75.55,0.0,0.0,0.28,4.91,-0.26,1.51,0.18,325285,1.6,34538,stable
1194.99,264.03,3837.86,6527.83,0.243,0.1881,6.38,0.26,6.17,83.18,2.85,6214,212.9,4396,critical
414.24,59.58,985.32,1277.2,0.0559,0.0357,4.6,1.95,8.27,17.94,0.51,76893,45.2,2559,congested
62.53,12.92,120.27,146.3,0.0026,0.0017,0.95,2.5,1.88,14.63,0.65,84042,10.5,9456,degrading
1510.58,218.75,4710.59,8388.03,0.2227,0.1782,5.32,0.3,13.33,61.18,0.96,28639,516.4,236,critical
402.89,24.12,1159.21,1247.64,0.0599,0.034,3.62,1.5,3.95,33.25,1.01,51015,73.8,14843,congested
69.78,14.03,139.52,191.97,0.0029,0.0024,1.11,3.21,1.84,12.77,0.51,82123,8.9,16449,degrading
60.0,5.7,85.85,109.55,0.0001,0.0,0.13,4.03,-0.01,4.6,0.29,488494,1.1,25347,stable
91.04,13.7,179.24,234.67,0.0052,0.0012,0.38,2.51,2.27,9.54,0.31,148202,16.9,17566,degrading
893.33,253.66,2237.21,3628.83,0.222,0.1637,9.35,0.98,18.44,81.57,1.28,18459,174.0,1632,critical
60.0,2.01,88.71,118.87,0.0,0.0,0.24,4.88,-0.14,1.17,0.04,368645,1.1,40688,stable
180.37,45.82,439.45,696.29,0.0586,0.0321,1.91,1.4,3.17,28.35,1.76,33701,79.2,3990,congested
281.08,29.88,670.48,1202.34,0.0596,0.0426,2.68,2.0,7.58,27.31,0.51,28877,97.6,5173,congested
378.82,45.29,948.81,1262.72,0.0587,0.0469,4.52,2.22,8.0,18.55,0.74,51412,44.5,8312,congested
108.3,18.1,168.76,269.34,0.0033,0.0013,0.5,3.21,0.9,5.24,0.42,80509,11.0,22737,degrading
78.68,11.94,124.74,212.65,0.0031,0.0025,1.2,3.23,2.49,11.3,0.42,115464,6.9,14920,degrading
82.43,12.89,145.37,213.69,0.0013,0.001,0.41,3.46,2.8,10.99,0.24,95420,7.7,19038,degrading
30.02,6.64,47.73,58.71,0.0,0.0,0.13,3.54,-0.17,2.68,0.09,471729,0.5,26424,stable
1470.61,247.15,5430.06,8041.12,0.2089,0.1671,6.31,1.1,18.14,40.36,1.77,15776,433.2,3835,critical
54.04,4.44,80.38,88.55,0.0,0.0,0.21,3.71,0.18,1.29,0.19,229521,2.3,9146,stable
60.0,6.63,80.3,119.28,0.0,0.0,0.03,4.09,-0.16,2.86,0.24,177114,3.0,2844,stable
1427.32,61.94,4251.16,6960.1,0.2236,0.1601,4.97,0.53,12.62,98.04,1.46,16488,477.6,3433,critical
80.15,9.3,150.75,210.76,0.0021,0.0017,0.92,3.3,2.62,10.44,0.52,118420,16.7,5532,degrading
118.1,12.05,181.97,287.24,0.0021,0.0017,1.0,3.38,2.69,8.69,0.78,120913,10.6,13540,degrading
36.16,6.32,48.38,58.56,0.0001,0.0,0.04,3.7,-0.39,1.96,0.02,484631,2.9,49392,stable
109.13,9.07,215.98,294.8,0.0017,0.0014,0.73,2.97,1.0,12.39,0.76,128780,10.5,29533,degrading
43.31,7.86,59.09,85.49,0.0,0.0,0.23,3.99,0.42,4.75,-0.08,105963,2.1,29941,stable
1173.25,289.13,4500.17,6094.83,0.2205,0.1676,5.85,0.54,17.47,136.43,1.64,28413,561.2,2058,critical
372.85,43.25,777.11,1455.45,0.0724,0.031,4.67,1.17,4.41,30.01,1.08,75666,111.8,6479,congested
120.0,13.46,228.33,324.94,0.0025,0.0006,0.47,2.57,2.02,8.79,0.73,72295,9.7,29129,degrading
23.58,3.08,35.03,43.94,0.0,0.0,0.24,4.99,0.22,3.91,0.26,235257,0.1,49361,stable
249.39,20.57,714.46,987.89,0.0529,0.0423,1.46,1.23,5.11,36.9,0.91,26265,104.9,12443,congested
166.84,55.1,348.97,747.69,0.0533,0.0391,4.25,2.23,4.19,31.75,1.84,77150,101.1,14119,congested
39.16,6.24,57.73,70.4,0.0,0.0,0.15,4.94,-0.48,1.8,0.08,355375,1.1,46638,stable
44.66,2.84,65.19,78.8,0.0001,0.0,0.13,3.89,0.23,4.93,0.0,361669,1.0,28701,stable
40.78,4.64,54.31,75.7,0.0,0.0,0.3,3.59,0.2,4.93,-0.0,156899,0.6,15860,stable
244.38,53.32,579.79,994.65,0.0538,0.0352,3.86,1.65,8.26,49.98,1.45,25475,77.2,3751,congested
67.08,18.34,127.96,182.44,0.0036,0.0024,0.97,2.52,1.83,13.39,0.7,134131,14.0,5922,degrading
31.47,5.38,49.88,51.72,0.0,0.0,0.15,4.19,0.14,2.82,0.08,106522,0.9,24937,stable
100.95,12.37,163.26,280.08,0.0033,0.0012,0.69,3.44,1.41,13.34,0.53,120534,7.5,22595,degrading
73.75,9.07,142.3,170.94,0.0042,0.0019,0.49,3.4,0.72,8.73,0.26,141194,5.5,13060,degrading
89.8,12.97,168.95,181.98,0.0039,0.0006,0.72,2.94,1.13,11.44,0.73,115596,16.6,25204,degrading
53.21,3.96,75.79,94.63,0.0,0.0,0.13,4.87,-0.01,3.05,0.07,415705,2.1,14197,stable
107.47,15.64,205.73,226.37,0.0036,0.0027,0.3,2.56,2.65,9.92,0.52,129942,17.2,14583,degrading
111.36,16.18,191.31,264.57,0.0051,0.0039,1.13,2.54,0.96,13.09,0.42,68589,17.2,16973,degrading
92.87,19.61,151.76,228.12,0.0017,0.0013,0.64,2.74,1.62,5.46,0.35,128484,17.6,21601,degrading
46.08,7.52,67.99,83.66,0.0,0.0,0.21,4.14,-0.06,3.6,0.27,125602,4.1,15326,stable
